circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,MADDIKUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,24,24.0,2732.0,70.3
SANGAREDDY,PATANCHERU,GUMMADIDALA,JINNARAM,MANGAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,7.0,3743.0,18.25
SANGAREDDY,PATANCHERU,GUMMADIDALA,JINNARAM,MANTRIKUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2216.0,13.25
SANGAREDDY,PATANCHERU,GUMMADIDALA,JINNARAM,NELTOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,4775.0,28.75
SANGAREDDY,PATANCHERU,GUMMADIDALA,JINNARAM,OOTLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,10758.0,20.25
SANGAREDDY,PATANCHERU,GUMMADIDALA,JINNARAM,PUTTAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,3384.0,3.75
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,MALAPAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,525.0,13.65
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,MELGIRIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,1912.0,20.75
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,MUBARAKPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,10.0,3716.0,35.7
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,NAGULPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,357.0,8.95
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,NIZAMPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,2456.0,56.7
SANGAREDDY,PATANCHERU,GUMMADIDALA,JINNARAM,RALAKATWA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,13.0,7762.0,50.75
SANGAREDDY,PATANCHERU,GUMMADIDALA,JINNARAM,SHIVA NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,8769.0,32.0
SANGAREDDY,PATANCHERU,GUMMADIDALA,JINNARAM,SHIVANAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,12.0,10451.0,44.75
SANGAREDDY,PATANCHERU,GUMMADIDALA,JINNARAM,SOLAK PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,5403.0,20.25
SANGAREDDY,PATANCHERU,GUMMADIDALA,JINNARAM,WAILAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,14.0,10714.0,27.95
SANGAREDDY,PATANCHERU,PATANCHERU,PATANCHERU TOWN,TOWN HV-1 ADIVAIAH,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,70,69.0,17213.0,227.17
SANGAREDDY,PATANCHERU,PATANCHERU,PATANCHERU TOWN,TOWN HV-2 SLI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,110,110.0,27825.0,379.56
SANGAREDDY,PATANCHERU,PATANCHERU,PATANCHERU TOWN,TOWN HV-3 LI ,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,106,106.0,35544.0,261.91
SANGAREDDY,PATANCHERU,RC PURAM,BEERAMGUDA,AMEENPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,4228.0,49.34
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,POTTIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,2144.0,24.45
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,SURARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,14.0,1506.0,46.4
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,THANGADPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,3415.0,32.3
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,TIMANNAGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,242.0,12.7
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,VELTOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,5063.0,30.95
SANGAREDDY,PATANCHERU,PATANCHERU,AMEENPUR,AE AMEEN PUR SERVICES  (VIJAY),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,654.0,8.0
SANGAREDDY,PATANCHERU,PATANCHERU,AMEENPUR,AMEENPUR HV,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,69,69.0,23497.0,157.56
SANGAREDDY,PATANCHERU,PATANCHERU,AMEENPUR,AMEENPUR HV (BIKSHAPATHI),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,47,47.0,12481.0,119.4
SANGAREDDY,SANGAREDDY,SADASIVPET,KONDAPUR,KDPR HV 1,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,248,247.0,60594.0,732.51
SANGAREDDY,SANGAREDDY,SADASIVPET,KONDAPUR,KDPR HV 2,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,203,202.0,70267.0,717.38
SANGAREDDY,SANGAREDDY,SADASIVPET,KONDAPUR,KDPR HV 3,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,27.0
SANGAREDDY,SANGAREDDY,SADASIVPET,KONDAPUR,KISTAIAHGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,1.0
SANGAREDDY,SANGAREDDY,SADASIVPET,KONDAPUR,KONDAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,85.0,2.0
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,VENKATAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,5125.0,38.95
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,YELLARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,11.0,2357.0,38.4
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,YETIGADDASANGAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,3833.0,123.5
SANGAREDDY,PATANCHERU,PATANCHERU,AMEENPUR,AMEENPUR HV(ADIVAIAH),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,18,18.0,6034.0,34.2
SANGAREDDY,PATANCHERU,PATANCHERU,AMEENPUR,AMEENPUR HV- VIJAY KUMAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,41,41.0,14786.0,107.26
SANGAREDDY,PATANCHERU,PATANCHERU,AMEENPUR,BEERAMGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,322.0,10.0
SANGAREDDY,SANGAREDDY,SADASIVPET,KONDAPUR,MALKAPUR SUB-STATION OPPOSITE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1.0,18.0
SANGAREDDY,SANGAREDDY,SADASIVPET,KONDAPUR,MANSANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,428.0,1.5
SANGAREDDY,PATANCHERU,PATANCHERU,AMEENPUR,PRANEETH PRANAV,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,374.0,6.0
SANGAREDDY,PATANCHERU,RC PURAM,BEERAMGUDA,ASHOK NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1581.0,11.75
SANGAREDDY,PATANCHERU,RC PURAM,BEERAMGUDA,ASHOK NAGAR-2(BEERAMGUDA),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,91,91.0,19985.0,214.33
SANGAREDDY,PATANCHERU,RC PURAM,BEERAMGUDA,ASHOK NAGAR-3,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,90,90.0,22311.0,277.27
SANGAREDDY,PATANCHERU,RC PURAM,BEERAMGUDA,JAYALAXMI NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,224.0,4.75
SANGAREDDY,SANGAREDDY,SADASIVPET,MUNIPALLY,ALLAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,719.0,32.92
SANGAREDDY,SANGAREDDY,SADASIVPET,MUNIPALLY,ANTHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,11.0,1449.0,44.55
SANGAREDDY,SANGAREDDY,SADASIVPET,MUNIPALLY,BELURU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,124.0,19.5
SANGAREDDY,SANGAREDDY,SADASIVPET,MUNIPALLY,BODAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1765.0,25.25
SANGAREDDY,SANGAREDDY,SADASIVPET,MUNIPALLY,BODSETPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,622.0,10.45
SANGAREDDY,PATANCHERU,RC PURAM,BEERAMGUDA,SAI BHAGAVAN COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,37.0,3.75
SANGAREDDY,PATANCHERU,RC PURAM,BEERAMGUDA,SAI NAGAR COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,52.0,1.5
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,BOMMAREDDY GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,13.0,5826.0,25.52
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,CHAKRIYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,8.0,1562.0,18.26
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,CHOUTAKOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,17.0,2722.0,35.26
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,GANGOJIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,8.0,3930.0,14.52
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,HUNNAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,4.0,1322.0,11.76
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,KORPOLE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,1839.0,23.51
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,KRISHNA POOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,511.0,16.75
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,MADHAVPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,820.0,5.75
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,MARDI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,14.0,5491.0,29.5
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,MASANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,664.0,13.75
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,MIRKHANPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,386.0,7.25
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,JUJLAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,228.0,5.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,JULKAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,1831.0,15.75
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,KHANJIPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,387.0,12.25
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,KONDAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,997.0,25.75
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,KOTHAPALLY-N,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,108.0,1.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,LINGANAIKPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,1.5
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,LINGAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,298.0,7.75
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,LINGAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1330.0,10.51
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,POSANIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,8.0,631.0,15.76
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,SARAF PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,270.0,9.51
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,SERIRAMREDDYGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,2.0,2817.0,7.26
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,SHIVAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,18.0,4056.0,66.76
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,SULTANPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,10.0,960.0,22.01
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,THADDHANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,292.0,4.26
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,POMYA NAYAK TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,578.0,7.25
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,RAPARTHI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,1777.0,19.0
SANGAREDDY,JOGIPET,NARAYANKHED,KALHEER,SOMLANAIK TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,101.0,1.0
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,BABUL GAON,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,422.0,11.19
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,BHANSWADA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,45.0,9.5
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,BHEEMRA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1330.0,15.0
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,BORGI AURAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,756.0,7.25
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,MADHWAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,526.0,10.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,MANSOORPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,3.75
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,NAGAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,304.0,13.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,NARAYANKHED,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,69,69.0,47870.0,277.0
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,UPPARIGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,2853.0,7.26
SANGAREDDY,JOGIPET,JOGIPET,CHOUTAKUR,VENDIKOLE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,5.0,176.0,10.51
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,ACQUANCHA GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,2.0,436.0,5.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,BADAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,2.0,360.0,6.88
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,BAHMANGUDA H/O SIKNDLAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1323.0,16.5
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,BOKKULGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,462.0,1.0
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,BORPATLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,21,18.0,3272.0,30.5
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,CHANDER THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,254.0,1.0
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,CHAPTA - B,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,666.0,5.0
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,CHAPTA - K,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1176.0,9.25
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,CHINNA NAGUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,110.0,7.25
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,CHOWKAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1148.0,8.75
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,DEGULWADI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,681.0,6.5
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,ENKEMORY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,242.0,3.5
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,NARAYANKHED TOWN 7,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,470.0,10.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,NARSAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,3031.0,15.0
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,CHANDAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,6.0,1176.0,18.5
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,CHEEK MADDOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,3070.0,17.5
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,CHINTAL CHERU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,2761.0,25.0
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,DEVAL PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,751.0,7.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,DEVLAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,6.0,601.0,9.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,DOULTHABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,32,18.0,3270.0,112.25
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,GAJULAPAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,10.0,1012.0,13.5
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,GHANAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,5.0,59.0,11.0
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,JAMBGI (B),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,8.0,124.0,14.0
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,JAMGI (K),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,37.0,11.25
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,JAMGI-B THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,128.0,1.0
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,KANGTI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,19.0,4854.0,40.25
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,MURKUNJAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,2931.0,13.75
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,NOMLIMET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,3929.0,16.5
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,PAIDIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,338.0,6.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,PALUGU TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,165.0,2.75
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,PANCHAGAON,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,870.0,17.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,PEERLA TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,0.0,3.5
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,PIPRI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,490.0,6.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,POTHANPALL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,393.0,7.0
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,GOVINDRAJ PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1607.0,7.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,GUNDLA MACHNOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,13.0,8897.0,29.5
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,HATHNOORA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,24,17.0,1384.0,67.25
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,KASAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,21,21.0,3166.0,29.08
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,KODIPAKA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,351.0,5.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,KONAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,190.0,4.0
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,NAGAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,669.0,5.75
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,P.M. DAMARIGADDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,37.0,9.25
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,PEDDA NAGUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1187.0,11.5
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,RAJARAM TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,632.0,3.5
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,RAMTHIRTH,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1568.0,6.75
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,RASOOL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,443.0,7.25
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,POTHUNAGPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,2414.0,13.5
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,RAIKAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,25,25.0,2549.0,36.25
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,RUDRARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,3093.0,20.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,SANJEEVANRAOPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,23.0,6684.0,36.5
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,SATYAGAON,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,950.0,11.0
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,KONYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,2949.0,16.0
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,KOTHAGUDAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1289.0,11.25
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,LINGAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1422.0,13.5
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,MADHURA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,4.0,1241.0,8.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,MALKAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,2.0,283.0,29.25
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,MANGAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,2793.0,18.63
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,MUCHERLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,4.0,1674.0,14.25
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,SIDDAHANGRE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,667.0,19.0
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,SUKULTHIRTH,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,554.0,7.25
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,TADKAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,25,24.0,10268.0,52.5
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,TURKAWADAGAON,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,14.0,2420.0,18.0
SANGAREDDY,JOGIPET,NARAYANKHED,KANGTI,YENKEMORE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,32.0,1.0
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,ATTMADYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1382.0,4.25
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,SEETARAM TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,315.0,5.75
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,TURKAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,519.0,23.75
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,VENKATAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,1102.0,17.25
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,BACHAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,2087.0,21.75
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,BALKANCHELL TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,336.0,3.5
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,DAMARCHERU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,91.0,4.5
