circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,INDERCHED,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,611.0,13.25
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,ISLAMPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,418.0,1.75
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,JALAL PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,278.0,11.5
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,JAMLA NAIK THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,54.0,1.0
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,JEEVANGI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,15.0,3953.0,30.5
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,KAMSANPALLY-B,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,7.0,2226.0,14.5
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,KAMSANPALLY-R,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,580.0,8.0
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,KAREEM PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,219.0,7.25
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,BELKATUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1026.0,20.35
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,BIJWAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,2309.0,6.75
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,BIZWAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,81.0,0.75
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,BONKUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,887.0,5.25
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,CHANDOSPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,2.0,1788.0,10.75
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,CHANDRAVANCHA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,429.0,8.25
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,CHENGEESPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,3.0,74.0,4.25
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,CHENGOLE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,4581.0,39.0
VIKARABAD,VIKARABAD,PARGI,DOMA,DIRSAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,1287.0,22.25
VIKARABAD,VIKARABAD,PARGI,DOMA,DOMA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,34,33.0,3089.0,103.25
VIKARABAD,VIKARABAD,PARGI,DOMA,DONGA ENKA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,485.0,6.25
VIKARABAD,VIKARABAD,PARGI,DOMA,DORNAL PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,365.0,5.0
VIKARABAD,VIKARABAD,PARGI,DOMA,GANJI PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,4243.0,13.0
VIKARABAD,VIKARABAD,PARGI,DOMA,GODUGONIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,400.0,8.25
VIKARABAD,VIKARABAD,PARGI,DOMA,GUDUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,410.0,8.5
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,BAACHAARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,97.0,1.5
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,CHINTA KUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,403.0,13.06
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,DHARMA PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,391.0,8.15
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,DHARUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,4424.0,48.77
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,DK TANDA(DARUR),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,124.0,2.0
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,DORNAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,5367.0,21.48
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,EBBANOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,3.0,159.0,10.23
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,BAAL REDDY GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,1.0,63.0,7.5
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,BURUGU PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,369.0,26.25
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,CHAKRAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,9.0,413.0,25.2
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,CHANDRAYANA PALLI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,318.0,10.25
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,CHIMALDARI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,1.0,0.0,19.57
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,DEVARAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,517.0,20.3
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,THIMMA REDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,9.0,475.0,17.47
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,VATTI MEENAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,9.0,717.0,29.24
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,YAVA PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,375.0,4.49
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,YELLA KONDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,17.0,5399.0,37.4
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,THIMMAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,0.0,7.5
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,THIRUMALAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,221.0,2.0
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,TIMMAREDDYPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,552.0,10.0
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,URAKUNTA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,169.0,2.0
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,VAGYA NAIK TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,3.75
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,YAMKI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,886.0,10.75
VIKARABAD,TANDUR,KODANGAL,DUDYAL,ALIAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,155.0,6.75
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,KASIM PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,626.0,6.5
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,KASIMPUR TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,0.75
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,KOPPAN KOTE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,881.0,5.0
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,KOTHLAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,120.0,7.75
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,KOTHLAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,279.0,2.0
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,KSLAMPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,2.0,61.0,9.5
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,KURVICHED,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1636.0,17.95
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,KYADGIRA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,50.0,8.25
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,CHINTAMANI PATNAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,544.0,17.75
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,CHITTIGHANAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,597.0,7.25
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,DASTAGIRIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2564.0,10.7
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,ELAMA KANNA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1092.0,45.25
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,GINGURTHY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,15.0,10199.0,119.85
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,GONOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1503.0,10.7
VIKARABAD,VIKARABAD,PARGI,DOMA,GUMDAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,509.0,12.0
VIKARABAD,VIKARABAD,PARGI,DOMA,KAMMAM NACHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,258.0,3.25
VIKARABAD,VIKARABAD,PARGI,DOMA,KISTAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,18,18.0,868.0,1032.38
VIKARABAD,VIKARABAD,PARGI,DOMA,KONDAI PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,2068.0,13.25
VIKARABAD,VIKARABAD,PARGI,DOMA,LINGANAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,586.0,7.5
VIKARABAD,VIKARABAD,PARGI,DOMA,MAILARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,1860.0,18.0
VIKARABAD,VIKARABAD,PARGI,DOMA,MALLE PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,2600.0,13.5
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,GADDAMIDIGANGARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1643.0,4.27
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,GATTE PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,7.0,770.0,24.48
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,GODUMA GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,1.0,58.0,6.15
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,GURU DOTLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,917.0,10.14
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,HARI DAS PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,1.0,33.0,12.15
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,KACHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,2.0,303.0,9.5
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,DURGAM CHERVU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,611.0,10.89
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,ENKATALA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,25,16.0,640.0,59.57
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,GOVINDA PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1063.0,8.76
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,IZRA CHITTAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,225.0,8.25
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,KASLA BAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,149.0,15.75
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,KYAASAARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1309.0,16.02
WANAPARTHY,WANAPARTHY,KOTHAKOTA,MADANAPUR,KOTHAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,4110.0,37.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,MADANAPUR,MADNAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,3916.0,41.25
WANAPARTHY,WANAPARTHY,KOTHAKOTA,MADANAPUR,NARSINGAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,2666.0,15.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,MADANAPUR,NARSINGAPOOR THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,163.0,8.0
WANAPARTHY,WANAPARTHY,KOTHAKOTA,MADANAPUR,NELLIVIDI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,3579.0,27.25
WANAPARTHY,WANAPARTHY,KOTHAKOTA,MADANAPUR,RAMANPHAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,6.0,675.0,27.63
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,KOTHULAKUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,635.0,4.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,MALKAMAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1177.0,13.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,MALKAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,2681.0,13.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,MAMIDIMADA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,7192.0,30.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,MAMIDIMADA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,3934.0,7.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,MANAJIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,5606.0,18.25
WANAPARTHY,WANAPARTHY,KOTHAKOTA,MADANAPUR,SANKARAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,594.0,17.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,MADANAPUR,TIRUMALIAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1268.0,18.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,081701 LINE MAN 01,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,31,31.0,8621.0,79.38
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,081701 LINE MAN 02,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,35,35.0,24822.0,169.75
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,081701 LINE MAN 03,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,27,27.0,15739.0,91.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,PARWATHAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,7033.0,20.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,RUKKANNAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,4556.0,10.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,SAIKALAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,2726.0,30.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,SHAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1737.0,18.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,SOLIPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,8.0,2427.0,28.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,PANGAL,SHAKAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,4085.0,21.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,PANGAL,T R PALLI TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,110.0,4.35
WANAPARTHY,WANAPARTHY,WANAPARTHY,PANGAL,TELLARALLAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1066.0,8.35
WANAPARTHY,WANAPARTHY,WANAPARTHY,PANGAL,TELLARALLAPALLY THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,323.0,4.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,PANGAL,VENGALAIPALLY (PANG),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1283.0,10.94
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,B RAIPAKULA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,816.0,26.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,CHEERKAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,660.0,22.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,AYYAVARIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,5902.0,23.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,BUDIDPAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1294.0,16.13
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,BUNIYADPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,4.0,1064.0,22.38
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,CHELIMILLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,2681.0,20.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,GUMMADAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,27,27.0,2362.0,59.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,JANAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1148.0,10.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,SURAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,4673.0,9.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,TIRMALAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,976.0,14.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,UPPARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1087.0,10.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,VENKATAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1085.0,15.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,AMUDALAKUNTA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,252.0,2.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,ANANTHAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1579.0,18.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,CHENNARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,1589.0,38.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,GOLLAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,390.0,17.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,GOURIDEVI PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,802.0,17.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,KESHAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,887.0,26.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,KONKALPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,233.0,10.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,NAGAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,877.0,32.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,KANCHIRAOPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,2563.0,37.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,KISTAREDDYPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,59.0,8.0
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,MUNGAMANDINNE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,48.0,8.75
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,PATHAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,878.0,10.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,PENCHIKALPAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,355.0,11.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,RAMANNAPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,1551.0,9.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,BUDDARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,24,23.0,14449.0,71.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,CHAKALIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,3346.0,16.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,CHENNUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,2027.0,17.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,DHARAMA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,1.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,GOPALPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,20872.0,84.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,JAMPLA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,1.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,JINKALABEEDU THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,1.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,PATHA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,480.0,10.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,REVELLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,19.0,2384.0,60.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,SANAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,482.0,13.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,THALPUNUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,567.0,55.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,THALUPUNURU THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,144.0,10.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,REVALLY,VALLABANPALLY (D),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,97.0,1.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,MEGYA NAYAK TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,200.0,2.0
WANAPARTHY,WANAPARTHY,KOTHAKOTA,AMARCHINTA,AMARCHINTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,19.0,43217.0,86.03
WANAPARTHY,WANAPARTHY,KOTHAKOTA,AMARCHINTA,CHANDRAGHAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1854.0,7.75
WANAPARTHY,WANAPARTHY,KOTHAKOTA,AMARCHINTA,CHINNAREDDYPALL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,639.0,1.0
WANAPARTHY,WANAPARTHY,KOTHAKOTA,AMARCHINTA,DHARMAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,1757.0,6.75
WANAPARTHY,WANAPARTHY,KOTHAKOTA,AMARCHINTA,ERLADINNE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,639.0,4.0
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,RAMAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,5969.0,20.75
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,RANGAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,16.0,2038.0,47.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,SUGUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,18,18.0,6328.0,44.0
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,THIPPAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,743.0,11.75
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,THOMALAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,6.0,1881.0,17.75
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,VEERLEDINNA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,255.0,11.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,KARNAMAIKUNTA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,292.0,2.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,LAKSHMIDEVAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,393.0,2.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,LAKSMI THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,68.0,3.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,MUNNANOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,380.0,13.75
